32	香港	341	香港	341
33	澳门	342	澳门	342
34	台湾	3177	苗栗	3177
34	台湾	3175	彰化	3175
34	台湾	3174	新竹	3174
34	台湾	3173	宜兰	3173
34	台湾	3172	嘉义	3172
34	台湾	3171	台东	3171
34	台湾	3170	基隆	3170
34	台湾	2504	南投	2504
34	台湾	2503	阿里山	2503
34	台湾	2406	垦丁	2406
34	台湾	2341	台中	2341
34	台湾	2340	新北	2340
34	台湾	2339	桃园	2339
34	台湾	2338	台南	2338
34	台湾	2337	高雄	2337
34	台湾	2336	花莲	2336
34	台湾	2335	台北	2335
34	台湾	340	台湾	340
100	国外	343	国外其他	343
101	新加坡	2311	新加坡	2311
102	马来西亚	4407	古晋	4407
102	马来西亚	4405	山打根	4405
102	马来西亚	4403	沙捞越	4403
102	马来西亚	4401	登嘉楼	4401
102	马来西亚	4400	新山	4400
102	马来西亚	4398	斗湖	4398
102	马来西亚	4396	怡保	4396
102	马来西亚	4395	仙本那	4395
102	马来西亚	4394	亚庇	4394
102	马来西亚	3033	马六甲	3033
102	马来西亚	2362	沙巴	2362
102	马来西亚	2361	兰卡威	2361
102	马来西亚	2360	槟城	2360
102	马来西亚	2359	吉隆坡	2359
102	马来西亚	2312	马来西亚	2312
103	泰国	4101	兰达岛	4101
103	泰国	4100	帕岸岛	4100
103	泰国	4099	春蓬	4099
103	泰国	4097	合艾	4097
103	泰国	4096	斯米兰群岛	4096
103	泰国	4095	素叻他尼	4095
103	泰国	3230	华欣	3230
103	泰国	3228	大城	3228
103	泰国	3227	素可泰	3227
103	泰国	3226	甲米	3226
103	泰国	2350	沙美岛	2350
103	泰国	2349	拜县	2349
103	泰国	2348	清莱	2348
103	泰国	2347	皮皮岛	2347
103	泰国	2346	苏梅岛	2346
103	泰国	2345	清迈	2345
103	泰国	2344	芭堤雅	2344
103	泰国	2343	普吉岛	2343
103	泰国	2342	曼谷	2342
103	泰国	2313	泰国	2313
104	韩国	3185	庆州	3185
104	韩国	3183	大邱	3183
104	韩国	3181	江原道	3181
104	韩国	3081	仁川	3081
104	韩国	2371	济州岛	2371
104	韩国	2370	釜山	2370
104	韩国	2369	首尔	2369
104	韩国	2314	韩国	2314
105	日本	3209	广岛	3209
105	日本	3208	千叶	3208
105	日本	3207	青森	3207
105	日本	3206	神户	3206
105	日本	3205	岐阜	3205
105	日本	3203	茨城	3203
105	日本	3202	宫城	3202
105	日本	3201	和歌山	3201
105	日本	3199	长野	3199
105	日本	3198	别府	3198
105	日本	3196	日光市	3196
105	日本	3194	鹿儿岛	3194
105	日本	3193	大分	3193
105	日本	3192	熊本	3192
105	日本	3191	长崎	3191
105	日本	3190	镰仓	3190
105	日本	3189	兵库	3189
105	日本	3188	爱知	3188
105	日本	3187	静冈	3187
105	日本	3186	神奈川	3186
105	日本	3082	横滨	3082
105	日本	3080	名古屋	3080
105	日本	3034	奈良	3034
105	日本	2505	福冈	2505
105	日本	2378	箱根	2378
105	日本	2377	冲绳	2377
105	日本	2376	富士山	2376
105	日本	2375	北海道	2375
105	日本	2374	大阪	2374
105	日本	2373	京都	2373
105	日本	2372	东京	2372
105	日本	2315	日本	2315
106	柬埔寨	2365	西哈努克	2365
106	柬埔寨	2364	金边	2364
106	柬埔寨	2363	暹粒	2363
106	柬埔寨	2316	柬埔寨	2316
107	越南	3217	老街市	3217
107	越南	3216	藩切	3216
107	越南	3214	顺化	3214
107	越南	3213	岘港	3213
107	越南	3212	美奈	3212
107	越南	3211	下龙湾	3211
107	越南	3097	大叻	3097
107	越南	3095	会安	3095
107	越南	3094	芽庄	3094
107	越南	2368	海防市	2368
107	越南	2367	河内	2367
107	越南	2366	胡志明市	2366
107	越南	2317	越南	2317
108	澳大利亚	4121	珀斯	4121
108	澳大利亚	4119	拜伦湾	4119
108	澳大利亚	4118	袋鼠岛	4118
108	澳大利亚	4115	库兰达	4115
108	澳大利亚	4114	朗塞斯顿	4114
108	澳大利亚	4113	阳光海岸	4113
108	澳大利亚	4112	北领地	4112
108	澳大利亚	4111	卧龙岗	4111
108	澳大利亚	4110	吉朗	4110
108	澳大利亚	4109	阿波罗小镇	4109
108	澳大利亚	4108	霍巴特	4108
108	澳大利亚	4107	阿德莱德	4107
108	澳大利亚	4105	塔斯马尼亚岛	4105
108	澳大利亚	2383	凯恩斯	2383
108	澳大利亚	2382	堪培拉	2382
108	澳大利亚	2381	布里斯班	2381
108	澳大利亚	2380	黄金海岸	2380
108	澳大利亚	2379	悉尼	2379
108	澳大利亚	2322	墨尔本	2322
108	澳大利亚	2318	澳大利亚	2318
109	新西兰	4038	阿卡罗阿	4038
109	新西兰	4037	因弗卡吉尔	4037
109	新西兰	4036	尼尔森	4036
109	新西兰	4035	蒂马鲁	4035
109	新西兰	4034	霍基蒂卡	4034
109	新西兰	4032	汉密尔顿	4032
109	新西兰	4031	陶波湖	4031
109	新西兰	4030	奥马鲁	4030
109	新西兰	4029	格雷茅斯	4029
109	新西兰	4028	凯库拉	4028
109	新西兰	4026	但尼丁	4026
109	新西兰	4025	新西兰南岛	4025
109	新西兰	4024	罗托鲁瓦	4024
109	新西兰	2387	基督城	2387
109	新西兰	2386	惠灵顿	2386
109	新西兰	2385	皇后镇	2385
109	新西兰	2384	奥克兰	2384
109	新西兰	2319	新西兰	2319
110	马尔代夫	2324	马尔代夫	2324
111	印度尼西亚	3331	日惹	3331
111	印度尼西亚	3330	巴里巴板	3330
111	印度尼西亚	3328	巴淡岛	3328
111	印度尼西亚	3326	泗水	3326
111	印度尼西亚	3325	民丹岛	3325
111	印度尼西亚	2353	雅加达	2353
111	印度尼西亚	2352	万隆	2352
111	印度尼西亚	2351	巴厘岛	2351
111	印度尼西亚	2325	印度尼西亚	2325
112	北马里亚纳群岛	2326	塞班岛	2326
113	菲律宾	3210	杜马盖地	3210
113	菲律宾	2358	薄荷岛	2358
113	菲律宾	2357	巴拉望岛	2357
113	菲律宾	2356	宿雾	2356
113	菲律宾	2355	长滩岛	2355
113	菲律宾	2354	马尼拉	2354
113	菲律宾	2327	菲律宾	2327
114	斐济	2328	斐济	2328
115	毛里求斯	2329	毛里求斯	2329
116	斯里兰卡	2330	斯里兰卡	2330
117	法国	4085	芒通	4085
117	法国	4084	雷恩	4084
117	法国	4083	卡尔卡松	4083
117	法国	4082	格勒诺布尔	4082
117	法国	4081	依云	4081
117	法国	4080	圣马洛	4080
117	法国	4079	霞慕尼	4079
117	法国	4078	科尔马	4078
117	法国	4077	兰斯	4077
117	法国	4075	蒙彼利埃	4075
117	法国	4074	格拉斯	4074
117	法国	4072	图尔	4072
117	法国	4071	里尔	4071
117	法国	4070	图卢兹	4070
117	法国	4069	尼姆	4069
117	法国	4066	艾克斯	4066
117	法国	4065	勃艮第	4065
117	法国	4064	阿讷西	4064
117	法国	4062	波尔多	4062
117	法国	4061	布列塔尼	4061
117	法国	4059	阿尔勒	4059
117	法国	4058	斯特拉斯堡	4058
117	法国	4057	阿尔萨斯	4057
117	法国	4056	诺曼底	4056
117	法国	4055	蔚蓝海岸	4055
117	法国	4054	南特	4054
117	法国	4053	卡昂	4053
117	法国	4051	布洛瓦	4051
117	法国	4050	鲁昂	4050
117	法国	3105	枫丹白露	3105
117	法国	3100	阿维尼翁	3100
117	法国	3098	凡尔赛	3098
117	法国	2394	第戎	2394
117	法国	2393	里昂	2393
117	法国	2392	马赛	2392
117	法国	2391	戛纳	2391
117	法国	2390	尼斯	2390
117	法国	2389	普罗旺斯	2389
117	法国	2388	巴黎	2388
117	法国	2331	法国	2331
118	美国	4423	圣塔克鲁兹	4423
118	美国	4422	索夫昂丹麦村	4422
118	美国	4421	蒙特雷	4421
118	美国	4420	纳什维尔	4420
118	美国	4419	普罗维登斯	4419
118	美国	4418	哈里斯堡	4418
118	美国	4417	卡森城	4417
118	美国	4416	兰辛	4416
118	美国	4415	托皮卡	4415
118	美国	4414	朱诺	4414
118	美国	4413	蒙哥马利	4413
118	美国	4286	夏洛特	4286
118	美国	4285	辛辛那提	4285
118	美国	4284	坦帕	4284
